Date,High,Low,Open,Close,Volume,Adj Close
2015-05-29,120.4800033569336,118.43000030517578,120.08999633789062,118.66000366210938,980500.0,99.96219635009766
2015-06-01,121.16999816894531,118.26000213623047,118.80999755859375,121.0,731800.0,101.93346405029297
2015-06-02,120.29000091552734,118.91999816894531,120.23999786376953,119.76000213623047,436700.0,100.88885498046875
2015-06-03,120.75,118.30000305175781,119.55000305175781,118.81999969482422,713900.0,100.09698486328125
2015-06-04,118.91999816894531,117.41000366210938,118.41000366210938,117.62999725341797,751400.0,99.09449768066406
2015-06-05,116.91999816894531,115.62000274658203,116.77999877929688,116.2699966430664,737800.0,97.94878387451172
2015-06-08,116.54000091552734,115.37000274658203,116.2699966430664,115.41000366210938,517800.0,97.22429656982422
2015-06-09,115.70999908447266,114.33000183105469,115.41000366210938,114.56999969482422,593100.0,96.51667785644531
2015-06-10,116.06999969482422,113.98999786376953,114.75,115.04000091552734,692400.0,96.91260528564453
2015-06-11,116.37000274658203,115.20999908447266,115.88999938964844,115.9000015258789,574600.0,97.63709259033203
2015-06-12,116.5999984741211,114.79000091552734,115.9800033569336,114.94000244140625,592000.0,96.82836151123047
2015-06-15,114.98999786376953,112.9000015258789,114.54000091552734,114.12999725341797,1411300.0,96.14599609375
2015-06-16,115.13999938964844,113.95999908447266,114.19000244140625,114.98999786376953,703100.0,96.8704833984375
2015-06-17,115.83000183105469,114.20999908447266,115.01000213623047,115.62999725341797,667400.0,97.40963745117188
2015-06-18,117.66000366210938,115.12999725341797,116.0,116.52999877929688,959900.0,98.16781616210938
2015-06-19,116.3499984741211,115.0,116.18000030517578,115.36000061035156,964400.0,97.18217468261719
2015-06-22,116.18000030517578,114.25,115.31999969482422,114.37000274658203,631500.0,96.3481674194336
2015-06-23,115.66000366210938,113.62999725341797,114.25,113.83000183105469,797800.0,95.89326477050781
2015-06-24,114.58000183105469,113.44000244140625,114.01000213623047,113.51000213623047,549800.0,95.62369537353516
2015-06-25,113.55999755859375,112.12999725341797,113.05999755859375,112.13999938964844,743000.0,94.46956634521484
2015-06-26,112.66999816894531,111.18000030517578,111.58999633789062,111.72000122070312,1145500.0,94.62203979492188
2015-06-29,112.58999633789062,109.95999908447266,112.3499984741211,110.02999877929688,701600.0,93.19065856933594
2015-06-30,111.26000213623047,109.44999694824219,110.72000122070312,109.88999938964844,785300.0,93.07210540771484
2015-07-01,111.95999908447266,109.58000183105469,110.62000274658203,111.95999908447266,1021400.0,94.82530212402344
2015-07-02,114.02999877929688,112.54000091552734,112.62999725341797,112.73999786376953,846300.0,95.48592376708984
2015-07-06,113.8499984741211,111.05000305175781,112.33000183105469,113.55999755859375,643200.0,96.18043518066406
2015-07-07,115.48999786376953,112.47000122070312,114.0,114.95999908447266,601300.0,97.36616516113281
2015-07-08,115.2699966430664,113.93000030517578,114.3499984741211,114.0999984741211,605200.0,96.6377944946289
2015-07-09,115.04000091552734,113.52999877929688,114.75,113.93000030517578,583000.0,96.49380493164062
2015-07-10,115.58999633789062,114.2300033569336,114.6500015258789,114.93000030517578,366800.0,97.34075164794922
2015-07-13,116.04000091552734,113.36000061035156,113.9800033569336,114.26000213623047,730100.0,96.77327728271484
2015-07-14,114.95999908447266,112.62000274658203,114.20999908447266,114.4000015258789,668500.0,96.89187622070312
2015-07-15,114.58999633789062,113.44999694824219,113.93000030517578,114.4000015258789,377600.0,96.89187622070312
2015-07-16,115.52999877929688,114.7300033569336,115.08000183105469,115.22000122070312,632900.0,97.58638000488281
2015-07-17,115.33999633789062,114.16000366210938,114.94000244140625,114.5199966430664,376700.0,96.99349975585938
2015-07-20,114.98999786376953,113.76000213623047,114.30000305175781,114.66999816894531,450700.0,97.12054443359375
2015-07-21,115.22000122070312,113.94999694824219,114.54000091552734,114.58000183105469,549100.0,97.04432678222656
2015-07-22,115.41999816894531,114.05999755859375,114.45999908447266,114.81999969482422,406700.0,97.24758911132812
2015-07-23,115.19999694824219,111.91999816894531,114.62000274658203,112.73999786376953,793000.0,95.48592376708984
2015-07-24,113.97000122070312,112.12999725341797,112.73999786376953,113.19999694824219,624700.0,95.87551879882812
2015-07-27,114.0999984741211,112.91999816894531,113.52999877929688,113.29000091552734,717300.0,95.9517593383789
2015-07-28,114.11000061035156,112.91000366210938,113.4000015258789,113.66999816894531,473900.0,96.27359008789062
2015-07-29,114.72000122070312,112.79000091552734,113.55999755859375,114.61000061035156,697700.0,97.06974792480469
2015-07-30,114.94999694824219,113.80999755859375,114.25,114.20999908447266,582800.0,96.73094177246094
2015-07-31,115.98999786376953,113.48999786376953,114.55000305175781,115.13999938964844,819800.0,97.51863098144531
2015-08-03,115.87999725341797,114.69000244140625,115.13999938964844,115.66000366210938,445800.0,97.95904541015625
2015-08-04,116.30999755859375,113.08999633789062,115.37000274658203,114.72000122070312,511200.0,97.16291046142578
2015-08-05,115.26000213623047,113.20999908447266,115.06999969482422,113.8499984741211,533200.0,96.4260482788086
2015-08-06,114.02999877929688,112.0,113.43000030517578,113.80999755859375,472900.0,96.39216613769531
2015-08-07,114.56999969482422,112.69999694824219,113.51000213623047,113.62000274658203,479500.0,96.23124694824219
2015-08-10,114.44000244140625,113.2300033569336,114.2699966430664,113.69999694824219,570300.0,96.29899597167969
2015-08-11,115.16000366210938,113.08999633789062,113.08999633789062,114.48999786376953,508600.0,96.96810150146484
2015-08-12,114.88999938964844,113.41999816894531,113.55999755859375,114.7300033569336,441800.0,97.1713638305664
2015-08-13,115.80000305175781,113.08000183105469,114.06999969482422,115.69000244140625,682200.0,97.98445129394531
2015-08-14,116.3499984741211,114.41999816894531,115.36000061035156,115.94000244140625,668800.0,98.19617462158203
2015-08-17,117.05999755859375,115.19000244140625,116.0999984741211,116.97000122070312,520200.0,99.06855010986328
2015-08-18,116.88999938964844,116.05999755859375,116.7300033569336,116.69000244140625,407700.0,98.8313980102539
2015-08-19,116.63999938964844,115.0999984741211,116.05000305175781,116.05999755859375,405000.0,98.29782104492188
2015-08-20,115.2300033569336,113.8499984741211,114.83000183105469,113.9800033569336,861800.0,96.53614044189453
2015-08-21,113.87999725341797,111.52999877929688,113.55999755859375,111.58000183105469,650000.0,94.50346374511719
2015-08-24,109.37000274658203,104.63999938964844,107.5,105.25,1398900.0,89.14221954345703
2015-08-25,107.44999694824219,101.8499984741211,107.37000274658203,101.88999938964844,1105200.0,86.29644012451172
2015-08-26,105.22000122070312,102.41000366210938,103.72000122070312,105.01000213623047,1077300.0,88.93895721435547
2015-08-27,107.30000305175781,104.58000183105469,106.01000213623047,106.30999755859375,879800.0,90.03998565673828
2015-08-28,106.81999969482422,105.27999877929688,105.52999877929688,106.55999755859375,596600.0,90.25172424316406
2015-08-31,106.52999877929688,103.4000015258789,106.33000183105469,103.51000213623047,785400.0,87.66852569580078
2015-09-01,102.95999908447266,100.4000015258789,102.95999908447266,101.33000183105469,716200.0,85.8221435546875
2015-09-02,103.12000274658203,101.51000213623047,102.05999755859375,102.5999984741211,498700.0,86.89778137207031
2015-09-03,103.76000213623047,102.2300033569336,103.16999816894531,103.16000366210938,527300.0,87.37208557128906
2015-09-04,102.45999908447266,99.97000122070312,102.04000091552734,100.94999694824219,711800.0,85.50032043457031
2015-09-08,102.98999786376953,101.43000030517578,102.33999633789062,102.80000305175781,419900.0,87.06717681884766
2015-09-09,104.52999877929688,101.62000274658203,103.98999786376953,101.83000183105469,566800.0,86.24562072753906
2015-09-10,104.55999755859375,101.87000274658203,101.87000274658203,103.04000091552734,651300.0,87.27044677734375
2015-09-11,105.06999969482422,102.55999755859375,102.69000244140625,105.05000305175781,523900.0,88.97280883789062
2015-09-14,105.55999755859375,104.33999633789062,105.37999725341797,104.72000122070312,347100.0,88.6933364868164
2015-09-15,106.52999877929688,104.11000061035156,104.88999938964844,106.27999877929688,660200.0,90.01458740234375
2015-09-16,108.43000030517578,105.45999908447266,106.18000030517578,108.26000213623047,504400.0,91.69156646728516
2015-09-17,112.52999877929688,107.83000183105469,108.33000183105469,110.58000183105469,887800.0,93.65650939941406
2015-09-18,110.9000015258789,109.2300033569336,109.3499984741211,110.19999694824219,1268600.0,93.33464813232422
2015-09-21,111.94999694824219,109.8499984741211,110.69000244140625,111.11000061035156,956500.0,94.1053695678711
2015-09-22,110.7699966430664,108.93000030517578,110.0,109.25,637800.0,92.53004455566406
2015-09-23,110.79000091552734,108.8499984741211,109.30999755859375,110.3499984741211,349100.0,93.4616928100586
2015-09-24,110.66000366210938,108.63999938964844,110.01000213623047,109.41000366210938,987300.0,92.66556549072266
2015-09-25,110.55999755859375,108.87000274658203,109.70999908447266,109.7300033569336,425200.0,92.93657684326172
2015-09-28,108.95999908447266,106.9800033569336,108.54000091552734,107.63999938964844,626700.0,91.66766357421875
2015-09-29,109.5,107.33000183105469,107.8499984741211,108.94999694824219,573300.0,92.78328704833984
2015-09-30,110.18000030517578,107.66000366210938,110.18000030517578,108.16000366210938,818100.0,92.11051940917969
2015-10-01,108.7699966430664,106.94999694824219,108.62999725341797,108.55999755859375,447800.0,92.45114135742188
2015-10-02,109.69999694824219,107.2300033569336,107.58999633789062,109.6500015258789,438200.0,93.37942504882812
2015-10-05,111.80999755859375,109.69999694824219,109.83999633789062,111.77999877929688,342000.0,95.19334411621094
2015-10-06,112.76000213623047,111.12000274658203,111.70999908447266,112.12999725341797,315300.0,95.49142456054688
2015-10-07,113.8499984741211,112.58999633789062,112.9800033569336,113.81999969482422,642600.0,96.93065643310547
2015-10-08,114.2699966430664,112.88999938964844,113.7699966430664,114.19999694824219,490200.0,97.25424194335938
2015-10-09,114.30999755859375,113.06999969482422,114.19000244140625,114.2300033569336,371000.0,97.2798080444336
