Date,High,Low,Open,Close,Volume,Adj Close
2015-05-29,127.60264587402344,125.32450103759766,127.2582778930664,125.72185516357422,282700.0,115.38662719726562
2015-06-01,126.51655578613281,125.11257934570312,126.14569854736328,126.11920166015625,173000.0,115.7513198852539
2015-06-02,126.46357727050781,125.08609008789062,125.85430145263672,126.09271240234375,155600.0,115.72699737548828
2015-06-03,126.75496673583984,125.80132293701172,126.54304504394531,126.22516632080078,159100.0,115.84859466552734
2015-06-04,126.06622314453125,124.92715454101562,125.64238739013672,125.00662231445312,115800.0,114.73019409179688
2015-06-05,125.72185516357422,124.58277893066406,125.08609008789062,125.37748718261719,80300.0,115.0705795288086
2015-06-08,125.88079833984375,124.7152328491211,125.48344421386719,125.35099029541016,134000.0,115.04627227783203
2015-06-09,125.40397644042969,124.7417221069336,125.21854400634766,125.03311157226562,143200.0,114.75450134277344
2015-06-10,126.51655578613281,125.05960083007812,125.61589050292969,125.98675537109375,175800.0,115.62975311279297
2015-06-11,127.84105682373047,126.09271240234375,126.09271240234375,127.44371032714844,144300.0,116.96694946289062
2015-06-12,127.49668884277344,125.96026611328125,126.96688842773438,126.17218780517578,181600.0,115.79995727539062
2015-06-15,126.14569854736328,124.8476791381836,125.29801177978516,125.77483367919922,149000.0,115.43526458740234
2015-06-16,126.54304504394531,125.13907623291016,125.61589050292969,126.14569854736328,181300.0,115.775634765625
2015-06-17,127.1788101196289,125.82781219482422,126.51655578613281,126.43708801269531,162800.0,116.04306030273438
2015-06-18,127.54966735839844,126.01324462890625,126.80794525146484,127.2317886352539,89200.0,116.77244567871094
2015-06-19,127.3112564086914,125.93377685546875,126.96688842773438,126.03973388671875,176800.0,115.67839050292969
2015-06-22,126.80794525146484,125.13907623291016,126.56953430175781,126.14569854736328,104300.0,115.775634765625
2015-06-23,126.67549896240234,125.64238739013672,126.35761260986328,126.14569854736328,247700.0,115.775634765625
2015-06-24,126.25165557861328,124.95364379882812,126.14569854736328,124.98013305664062,104700.0,114.70589447021484
2015-06-25,126.51655578613281,123.86754608154297,125.16556549072266,123.89404296875,115600.0,113.70907592773438
2015-06-26,123.57615661621094,121.43046569824219,121.43046569824219,123.49668884277344,131900.0,114.10066986083984
2015-06-29,122.33112335205078,119.947021484375,122.33112335205078,120.26490020751953,266000.0,111.11476135253906
2015-06-30,129.3509979248047,123.86754608154297,128.95364379882812,124.23841094970703,2467600.0,114.78594970703125
2015-07-01,125.90728759765625,122.80794525146484,125.61589050292969,124.13245391845703,1837000.0,114.68806457519531
2015-07-02,125.74834442138672,123.44371032714844,124.31787872314453,124.15894317626953,571300.0,114.71253204345703
2015-07-06,125.03311157226562,122.78145599365234,123.2317886352539,124.92715454101562,542800.0,115.42230987548828
2015-07-07,125.00662231445312,123.41722106933594,124.7417221069336,124.47682189941406,591500.0,115.00624084472656
2015-07-08,124.50331115722656,123.01986694335938,123.52317810058594,123.49668884277344,263100.0,114.10066986083984
2015-07-09,124.50331115722656,123.89404296875,124.47682189941406,124.0,302700.0,114.56570434570312
2015-07-10,124.6357650756836,124.0,124.50331115722656,124.47682189941406,236700.0,115.00624084472656
2015-07-13,125.29801177978516,124.45033264160156,124.50331115722656,124.6622543334961,444500.0,115.17755889892578
2015-07-14,125.21854400634766,124.052978515625,125.11257934570312,124.50331115722656,598200.0,115.03070831298828
2015-07-15,125.03311157226562,124.052978515625,124.7947006225586,124.37085723876953,415700.0,114.90831756591797
2015-07-16,125.13907623291016,123.89404296875,125.11257934570312,124.47682189941406,593300.0,115.00624084472656
2015-07-17,124.7152328491211,123.86754608154297,124.37085723876953,124.50331115722656,224400.0,115.03070831298828
2015-07-20,124.8211898803711,123.84105682373047,124.50331115722656,124.0264892578125,261000.0,114.59017944335938
2015-07-21,124.23841094970703,122.99337768554688,124.0794677734375,123.2582778930664,348600.0,113.88040161132812
2015-07-22,123.84105682373047,122.83443450927734,123.09933471679688,123.1523208618164,298800.0,113.78250122070312
2015-07-23,123.62914276123047,122.70198822021484,123.2582778930664,123.1523208618164,303600.0,113.78250122070312
2015-07-24,123.57615661621094,122.14569854736328,123.1523208618164,122.33112335205078,238900.0,113.02378845214844
2015-07-27,122.46357727050781,121.24503326416016,121.82781219482422,121.93377685546875,262900.0,112.65666961669922
2015-07-28,122.86092376708984,121.64238739013672,122.35761260986328,122.35761260986328,285700.0,113.04826354980469
2015-07-29,124.29138946533203,122.03973388671875,122.25165557861328,124.15894317626953,473600.0,114.71253204345703
2015-07-30,124.50331115722656,123.2582778930664,123.84105682373047,123.49668884277344,375500.0,114.10066986083984
2015-07-31,123.78807830810547,122.86092376708984,123.70861053466797,123.1523208618164,282200.0,113.78250122070312
2015-08-03,124.31787872314453,122.62251281738281,123.09933471679688,124.18543243408203,420700.0,114.73701477050781
2015-08-04,125.00662231445312,123.49668884277344,124.37085723876953,124.31787872314453,383000.0,114.859375
2015-08-05,125.64238739013672,124.42384338378906,124.52980041503906,124.8741683959961,373500.0,115.37334442138672
2015-08-06,125.45695495605469,122.35761260986328,125.13907623291016,122.70198822021484,366400.0,113.36644744873047
2015-08-07,123.07284545898438,121.53642272949219,122.38410949707031,122.56953430175781,169100.0,113.24404907226562
2015-08-10,124.052978515625,122.38410949707031,123.1523208618164,122.96688842773438,182800.0,113.61119079589844
2015-08-11,122.46357727050781,120.95364379882812,121.74834442138672,121.61589050292969,352400.0,112.36296081542969
2015-08-12,121.85430145263672,119.41722106933594,120.8476791381836,121.40397644042969,267400.0,112.16718292236328
2015-08-13,122.09271240234375,121.21854400634766,121.21854400634766,121.43046569824219,231700.0,112.19165802001953
2015-08-14,122.70198822021484,121.24503326416016,121.24503326416016,122.51655578613281,192200.0,113.19512176513672
2015-08-17,123.07284545898438,121.64238739013672,122.27814483642578,123.07284545898438,217700.0,113.70906829833984
2015-08-18,123.49668884277344,122.14569854736328,122.86092376708984,122.94039916992188,232800.0,113.58670806884766
2015-08-19,122.86092376708984,120.8211898803711,122.38410949707031,121.66887664794922,225000.0,112.41192626953125
2015-08-20,121.40397644042969,120.10595703125,120.90066528320312,120.50331115722656,330700.0,111.33503723144531
2015-08-21,119.9735107421875,118.14569854736328,119.3377456665039,118.22516632080078,581000.0,109.23021697998047
2015-08-24,117.21854400634766,111.62914276123047,113.82781219482422,114.56953430175781,473100.0,105.85273742675781
2015-08-25,116.98013305664062,113.43046569824219,116.26490020751953,113.48344421386719,554300.0,104.84925842285156
2015-08-26,115.73509979248047,113.64238739013672,115.3642349243164,114.22516632080078,895500.0,105.53455352783203
2015-08-27,116.6357650756836,113.69536590576172,115.3112564086914,116.6357650756836,603900.0,107.76176452636719
2015-08-28,116.7152328491211,114.70198822021484,116.0794677734375,114.88742065429688,362100.0,106.14642333984375
2015-08-31,114.94039916992188,113.53642272949219,114.38410949707031,114.14569854736328,396200.0,105.46112060546875
2015-09-01,113.29801177978516,112.13245391845703,112.58277893066406,112.52980041503906,611700.0,103.96817016601562
2015-09-02,113.64238739013672,112.10595703125,113.58940124511719,112.92715454101562,456700.0,104.33531188964844
2015-09-03,113.74834442138672,112.7152328491211,113.21854400634766,112.95364379882812,380400.0,104.35977172851562
2015-09-04,112.6887435913086,111.84105682373047,112.18543243408203,111.947021484375,470100.0,103.42974853515625
2015-09-08,115.07284545898438,113.29801177978516,113.50993347167969,114.96688842773438,329300.0,106.21984100341797
2015-09-09,116.18543243408203,114.86092376708984,115.70861053466797,115.07284545898438,436200.0,106.3177490234375
2015-09-10,115.62914276123047,114.11920166015625,114.88742065429688,114.33112335205078,322100.0,105.6324462890625
2015-09-11,114.06622314453125,112.26490020751953,113.98675537109375,112.7152328491211,1215400.0,104.1395034790039
2015-09-14,113.43046569824219,111.89404296875,112.7682113647461,111.9205322265625,577500.0,103.4052734375
2015-09-15,113.00662231445312,111.54966735839844,112.29138946533203,112.6887435913086,617300.0,104.11502075195312
2015-09-16,113.80132293701172,112.31787872314453,112.7152328491211,113.72185516357422,237500.0,105.06954193115234
2015-09-17,114.35761260986328,112.8211898803711,113.85430145263672,113.05960083007812,232600.0,104.45767211914062
2015-09-18,112.29138946533203,110.67549896240234,112.0,110.88742065429688,437300.0,102.45075988769531
2015-09-21,112.18543243408203,110.96688842773438,111.47019958496094,111.84105682373047,207300.0,103.33183288574219
2015-09-22,113.05960083007812,110.59602355957031,111.04635620117188,111.1258316040039,301200.0,102.67103576660156
2015-09-23,111.44371032714844,110.38410949707031,111.41722106933594,110.83443450927734,583600.0,102.40180969238281
2015-09-24,110.46357727050781,108.0794677734375,110.17218780517578,108.52980041503906,524800.0,100.27250671386719
2015-09-25,109.85430145263672,108.6622543334961,109.08609008789062,109.05960083007812,398300.0,100.76200103759766
2015-09-28,108.45033264160156,106.56953430175781,108.45033264160156,107.2052993774414,320900.0,99.80026245117188
2015-09-29,107.84105682373047,106.78145599365234,107.57615661621094,107.54966735839844,345700.0,100.12083435058594
2015-09-30,108.6357650756836,107.3377456665039,108.39735412597656,108.52980041503906,649200.0,101.03326416015625
2015-10-01,109.93377685546875,107.9205322265625,108.60926818847656,108.55628967285156,527600.0,101.05792236328125
2015-10-02,109.96026611328125,107.2052993774414,107.3642349243164,109.90728759765625,367400.0,102.31560516357422
2015-10-05,111.70861053466797,110.43708801269531,110.43708801269531,111.60264587402344,179200.0,103.89384460449219
2015-10-06,111.68212127685547,110.70198822021484,111.3112564086914,111.68212127685547,296700.0,103.96782684326172
2015-10-07,112.7152328491211,110.51655578613281,112.60926818847656,111.78807830810547,293300.0,104.06648254394531
2015-10-08,112.45033264160156,110.59602355957031,111.44371032714844,111.89404296875,384700.0,104.16513061523438
2015-10-09,112.58277893066406,111.2052993774414,111.947021484375,111.54966735839844,144200.0,103.84452056884766
2015-10-12,112.29138946533203,111.41722106933594,111.41722106933594,111.78807830810547,105400.0,104.06648254394531
2015-10-13,112.31787872314453,110.64900970458984,111.1788101196289,111.52317810058594,142600.0,103.81986236572266
2015-10-14,112.052978515625,110.01324462890625,110.67549896240234,110.14569854736328,653600.0,102.53755187988281
2015-10-15,111.947021484375,110.22516632080078,110.56953430175781,111.47019958496094,181900.0,103.77056121826172
2015-10-16,112.34436798095703,111.1788101196289,111.81456756591797,111.70861053466797,152800.0,103.99248504638672
2015-10-19,111.81456756591797,109.27152252197266,111.44371032714844,111.49668884277344,204100.0,103.79521179199219
2015-10-20,113.27152252197266,110.91390991210938,111.49668884277344,112.8741683959961,177500.0,105.07755279541016
2015-10-21,114.80794525146484,112.90066528320312,113.24503326416016,113.37748718261719,389500.0,105.54609680175781
2015-10-22,115.2582778930664,113.50993347167969,113.85430145263672,114.25165557861328,269000.0,106.3598861694336
2015-10-23,116.55628967285156,113.96026611328125,114.83443450927734,116.47682189941406,305500.0,108.43133544921875
2015-10-26,117.13907623291016,114.86092376708984,116.29138946533203,116.7152328491211,189200.0,108.6532974243164
