index,id,created_at,date,place,tweet,language,ticker,user_id_str,username,nlikes,nreplies,nretweets,geo,source,compound,bearish,neutral,bullish
29,1367916483263655939_xom,1.61497E+12,05/03/2021 19:00,,$XOM in disrespected Beast Mode. $60+ #Value,en,XOM,7.01481E+17,gamesblazer06,18,0,0,,twitter,-0.4588,0.333,0.667,0
30,1367896555945160707_xom,1.61497E+12,05/03/2021 17:00,,$XOM I bought back in early December because it was a good dividend stock that pays great every year. Up $20k on it. I’ve been talking about this stock for 3 months. Patience is key.  https://t.co/ubwL6vSxgG,en,XOM,1.08965E+18,aristotlegrowth,36,2,7,,twitter,0.7906,0,0.816,0.184
50,1367855452512485378_xom,1.61496E+12,05/03/2021 15:00,,$XOM has now doubled since its October low. Passive index investors haven't benefitted from that at all since it got booted from the S&amp;P 500 at the end of August.,en,XOM,1900667678,WillieDelwiche,16,3,2,,twitter,-0.3732,0.131,0.814,0.054
93,1367638952677638150_xom,1.61491E+12,05/03/2021 00:00,,I don't want to say that I'm the greatest energy investor of all time but I bought $xom at 33 and sold it today at 58 and I think clipped one divvy in between,en,XOM,1.01999E+18,PlugInFUD,39,11,0,,twitter,0.4659,0.033,0.842,0.125
89,1367925829628477441_xpev,1.61497E+12,05/03/2021 19:00,,"$XPEV reporting on Monday pre-market, been a rough week (and past few months) for China EV and I clearly was too bullish, will be looking for strong 1Q guide and comments on rest of the year (LFP versions now out, next new model, memory parking demo), happy Friday all ⚡️",en,XPEV,880542654,edison__yu,25,7,3,,twitter,0.8658,0,0.823,0.177
114,1367836707098394624_xpev,1.61495E+12,05/03/2021 13:00,,"(Cont) Now with the much needed selloff in those overvalued stocks, it is actually triggering selloffs in all tech stocks including those that weren't really overvalued I have been grabbing selectively that have gotten punished unnecessarily for ex $XPEV at under $29 imo  #SupDup",en,XPEV,4884799818,SuperDuperInvst,41,5,2,,twitter,-0.4588,0.067,0.933,0
0,1368011704672653312_z,1.61499E+12,06/03/2021 01:00,,$Z and $OPEN have been crushed the past two weeks. Fears of rising rates impact on margins have played a role in the drop.   https://t.co/l8h3sFtTzp,en,Z,1.14824E+18,munster_gene,56,7,3,,twitter,-0.6486,0.256,0.664,0.08
8,1367806829586227202_zen,1.61495E+12,05/03/2021 11:00,,I love reading about $zen usage in the real world. @horizenglobal having an impact in Latin America  https://t.co/ndgl1rXEqb,en,ZEN,1.03445E+18,Crypto_Counsel,47,0,8,,twitter,0.6369,0,0.792,0.208
101,1367871966611316740_zm,1.61496E+12,05/03/2021 16:00,,"Was a scary few months to hold on to my $ZM short, but finally well into the green this week... I remained solvent longer than the market remained irrational this time. At least for now...",en,ZM,16820641,tlipcon,17,3,0,,twitter,-0.3716,0.137,0.793,0.07
155,1367833318499160066_zm,1.61495E+12,05/03/2021 13:00,,My $ZM position starting to look like a ¢ZM position,en,ZM,1367765233,AnthonyMaceroni,88,9,3,,twitter,0.3612,0,0.762,0.238
166,1367739179388432387_zm,1.61493E+12,05/03/2021 07:00,,.@WhatsApp just launched Video Calls on desktop app. will see crazy traction!   will be interesting to see $ZM stock next few weeks.,en,ZM,17281303,miten,205,10,18,,twitter,0.2714,0.093,0.734,0.173
167,1367713566820872192_qqq,1.61492E+12,05/03/2021 05:00,,Damn. I cant wait to play this inverse head &amp; shoulder pattern (assuming the bleeding stops sometime soon). Need that right shoulder to firm up to the $450 buy point. Nice PEG Monday and got hit by $QQQ selloff. MACD &amp; RSI divergence @AOTtrades   $ZM  https://t.co/jlBrgYRB0x,en,QQQ,1.28102E+18,jmoneystonks,38,2,3,,twitter,-0.3687,0.126,0.818,0.056
168,1367713566820872192_zm,1.61492E+12,05/03/2021 05:00,,Damn. I cant wait to play this inverse head &amp; shoulder pattern (assuming the bleeding stops sometime soon). Need that right shoulder to firm up to the $450 buy point. Nice PEG Monday and got hit by $QQQ selloff. MACD &amp; RSI divergence @AOTtrades   $ZM  https://t.co/jlBrgYRB0x,en,ZM,1.28102E+18,jmoneystonks,38,2,3,,twitter,-0.3687,0.126,0.818,0.056
169,1367685646047928324_zm,1.61492E+12,05/03/2021 03:00,,$ZM NTM p/s is exactly at it's prepandemic level of 25x.  All of it's earnings have markedly improved.,en,ZM,169899481,BahamaBen9,94,6,3,,twitter,0.4767,0,0.846,0.154
26,1367939597225910274_ozsc,1.61498E+12,05/03/2021 20:00,,"$OZSC $ZOM $TSNPD $LTNC $AABB $ILUS   If you picked up the dips over these last few days, congrats on your gains!  Buy the fear😉",en,OZSC,407352199,jsmithxc11,52,3,1,,twitter,0.7263,0,0.783,0.217
27,1367939597225910274_zom,1.61498E+12,05/03/2021 20:00,,"$OZSC $ZOM $TSNPD $LTNC $AABB $ILUS   If you picked up the dips over these last few days, congrats on your gains!  Buy the fear😉",en,ZOM,407352199,jsmithxc11,52,3,1,,twitter,0.7263,0,0.783,0.217
28,1367939597225910274_tsnpd,1.61498E+12,05/03/2021 20:00,,"$OZSC $ZOM $TSNPD $LTNC $AABB $ILUS   If you picked up the dips over these last few days, congrats on your gains!  Buy the fear😉",en,TSNPD,407352199,jsmithxc11,52,3,1,,twitter,0.7263,0,0.783,0.217
29,1367939597225910274_ltnc,1.61498E+12,05/03/2021 20:00,,"$OZSC $ZOM $TSNPD $LTNC $AABB $ILUS   If you picked up the dips over these last few days, congrats on your gains!  Buy the fear😉",en,LTNC,407352199,jsmithxc11,52,3,1,,twitter,0.7263,0,0.783,0.217
30,1367939597225910274_aabb,1.61498E+12,05/03/2021 20:00,,"$OZSC $ZOM $TSNPD $LTNC $AABB $ILUS   If you picked up the dips over these last few days, congrats on your gains!  Buy the fear😉",en,AABB,407352199,jsmithxc11,52,3,1,,twitter,0.7263,0,0.783,0.217
31,1367939597225910274_ilus,1.61498E+12,05/03/2021 20:00,,"$OZSC $ZOM $TSNPD $LTNC $AABB $ILUS   If you picked up the dips over these last few days, congrats on your gains!  Buy the fear😉",en,ILUS,407352199,jsmithxc11,52,3,1,,twitter,0.7263,0,0.783,0.217
